LCSC Part;MFR.Part;First Category;Second Category;Package;Solder Joint;Manufacturer;Library Type
C38337;40.2Ω(40R2) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C38385;7.5MΩ(755) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C38386;5.6MΩ(565) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C38521;0.91Ω(R910) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C40517;5.1MΩ(515) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C40574;3.48KΩ(3481) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C40823;5.1MΩ(5104) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C42983;1.65KΩ(1651) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C54228;18.2KΩ(1822) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C54229;30.1KΩ(3012) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C54230;665Ω(6650) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C54231;2.37KΩ(2371) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C56487;12MΩ(126) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C59575;34KΩ(3402) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C59781;100MΩ(1006) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C61472;0.13Ω(R130) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C63896;15.8KΩ(1582) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C66686;23.2Ω(23R2) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C127713;0.068(R068) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127682;0.018Ω(R018) ±5%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127700;0.025Ω(R025) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127701;0.043Ω(R043) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127708;0.03Ω(R03) ±5%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127688;0.03Ω(R030) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C127703;0.01Ω(R010) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C62206;806Ω(8060) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C62953;255KΩ(2553) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C63497;56.2KΩ(5622) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C63897;237KΩ(2373) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C130127;1MΩ ±0.1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C70235;0.075Ω ±5%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C68406;1.13KΩ(1131) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C134157;549KΩ(5493) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C76395;2.67Ω(2R67) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C74154;19.1KΩ(1912) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C75577;4.53KΩ(4531) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C74155;475KΩ(4753) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C139133;12.4KΩ(1242) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C74379;1.2KΩ ±1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C81753;51KΩ ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C82092;130KΩ(1303) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C81754;15KΩ ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C81755;13Ω ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C81756;300Ω ±1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C81757;200Ω ±1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C18017;49.9KΩ(4992) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C18178;280Ω(2800) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C21635;287KΩ(2873) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C82093;60.4KΩ(6042) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C81250;2.74KΩ(2741) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C17905;110Ω(1100) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C18012;3KΩ(3001) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C18013;43KΩ(4302) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C18014;43Ω(43R0) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C18016;499Ω(4990) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C17904;110KΩ(1103) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C17951;2.7MΩ(2704) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C17953;21KΩ(2102) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C17954;200KΩ(2003) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C15969;1.8MΩ(185) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C15544;2.4Ω(2R40) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C189572;1.2KΩ(1201) ±1% 50PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C189571;4.7KΩ(4701) ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C24435;0.12Ω(R120) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C26119;10MΩ(1005) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C26120;2MΩ(2004) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C26121;2.2MΩ(2204) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C26122;2.4MΩ(2404) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C25339;0.39Ω(R390) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C25340;0.5Ω(R500) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C25341;0.62Ω(R620) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C25359;1.5Ω(1R5) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C25360;1.8Ω(1R8) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C190839;6.8KΩ ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C190840;1MΩ ±1% 50ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95218;1KΩ ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95220;20Ω ±0.5% 1/8W 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95519;10KΩ(1002) ±0.1%;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95520;300KΩ(3003) ±0.1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95522;1KΩ(1001) ±0.1%;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95531;120KΩ(1203) ±0.1%;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95222;100Ω ±0.5% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95523;330KΩ(3303) ±0.1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95530;10Ω(10R0) ±0.1%;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95524;3.3KΩ(3301) ±0.1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95525;3KΩ(3001) ±0.1%;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95526;20KΩ(2002) ±0.1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C95527;100KΩ(1003) ±0.1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C191714;120Ω ±0.1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C34068;0.51Ω(R510) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C93144;13.3KΩ(1332) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C37158;249KΩ(2493) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C36926;6.2MΩ(625) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C43005;6.49KΩ(6491) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C42985;6.81KΩ(6811) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C42986;47.5KΩ(4752) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C42987;33.2KΩ(3322) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C43546;7.68KΩ(7681) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C45041;38.3Ω(38R3) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C107658;0.056Ω(R056) ±1%;Resistors;Low Resistors & Current Sense Resistors - Surface Mount;1206;2;Uniroyal Elec;expand
C45424;255Ω(2550) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C49822;71.5KΩ(7152) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C44912;11.3KΩ(1132) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C45165;0.56Ω(R560) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C47772;4.3MΩ(4304) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C49509;4.7KΩ ±0.1% 50PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C47424;3.01KΩ(3011) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C47426;4.42KΩ(4421) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C47909;221Ω(2210) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C49510;47KΩ ±0.1% 50PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C172882;365Ω(3650) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C46662;3.3MΩ(3304) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C46664;2.49Ω(2R49) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C46821;2.49MΩ(2494) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C108884;100Ω ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C108974;10KΩ ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C49283;0.25Ω(R250) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C49508;2.2KΩ ±0.1% 50PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C46661;3.6MΩ(3604) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C54892;0.16Ω(R160) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C50721;806KΩ(8063) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C50842;0.27Ω(R270) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C56636;240Ω ±0.1% 25ppm;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C57251;22Ω ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C57252;22Ω ±1% 50PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C54124;13.7KΩ(1372) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C55444;4.99Ω ±1% 25PPM;Resistors;High Precision & Low TCR SMD Resistors;1206;2;Uniroyal Elec;expand
C55766;9.76KΩ(9761) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C58968;332KΩ(3323) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C60238;357Ω(3570) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C60483;3.16KΩ(3161) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247146;18Ω(180) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247164;976KΩ(9763) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247171;909KΩ(9093) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247173;9.31KΩ(9311) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247180;845KΩ(8453) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247182;825KΩ(8253) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247187;787Ω(7870) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247189;78.7KΩ(7872) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247196;715Ω(7150) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247152;1.6MΩ(165) ±5%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247166;97.6KΩ(9762) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247167;95.3Ω(95R3) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247168;931KΩ(9313) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247169;93.1Ω(93R1) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247170;93.1KΩ(9312) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247183;82.5Ω(82R5) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247198;71.5Ω(71R5) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247205;68.1Ω(68R1) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247207;66.5KΩ(6652) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247212;619Ω(6190) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247214;61.9KΩ(6192) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247216;604KΩ(6043) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247221;59Ω(59R0) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247223;590Ω(5900) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247230;56.2Ω(56R2) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247232;548KΩ(5483) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247237;523KΩ(5233) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247239;52.3KΩ(5232) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247241;51.1KΩ(5112) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247246;487KΩ(4873) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247248;48.7KΩ(4872) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247255;442KΩ(4423) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247257;44.2KΩ(4422) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247262;422KΩ(4223) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247264;412Ω(4120) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247266;41.2Ω(41R2) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247271;4.32KΩ(4321) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247273;392Ω(3920) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247280;37.4Ω(37R4) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247282;365KΩ(3653) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247289;34.8Ω(34R8) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247291;332Ω(3320) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247296;32.4KΩ(3242) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247298;31.6Ω(31R6) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247305;3.09KΩ(3091) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247307;29.4Ω(29R4) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247314;274KΩ(2743) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247316;27.4KΩ(2742) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247321;26.7Ω(26R7) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247323;26.1KΩ(2612) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247330;232Ω(2320) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247332;23.7KΩ(2372) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247339;215KΩ(2153) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247341;205Ω(2050) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247346;2.55KΩ(2551) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247348;2.32KΩ(2321) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247184;80.6Ω(80R6) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247185;8.45KΩ(8451) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247186;8.25KΩ(8251) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247200;698Ω(6980) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247201;698KΩ(6983) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247202;69.8KΩ(6982) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247203;681Ω(6810) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247217;6.98KΩ(6981) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247218;6.65KΩ(6651) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247219;6.19KΩ(6191) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247220;6.04KΩ(6041) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247234;54.9KΩ(5492) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247235;536KΩ(5363) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247236;523Ω(5230) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247250;464Ω(4640) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247251;46.4KΩ(4642) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247252;453KΩ(4533) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247253;45.3Ω(45R3) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247267;41.2KΩ(4122) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247268;402Ω(4020) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247269;4.87KΩ(4871) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247270;4.64KΩ(4641) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247283;36.5Ω(36R5) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247284;36.5KΩ(3652) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247285;35.7KΩ(3572) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247286;34Ω(34R0) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247287;348Ω(3480) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247300;301Ω(3010) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247301;30.9Ω(30R9) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247302;3.83KΩ(3831) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247303;3.65KΩ(3651) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247317;267Ω(2670) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247318;267KΩ(2673) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247320;261KΩ(2613) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247333;23.2KΩ(2322) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247334;226Ω(2260) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247335;22.6KΩ(2262) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247336;22.1Ω(22R1) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247337;22.1KΩ(2212) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247355;19.6KΩ(1962) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247357;187KΩ(1873) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247364;17.4Ω(17R4) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247366;169KΩ(1693) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247371;16.2KΩ(1622) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
C247373;158KΩ(1583) ±1%;Resistors;Chip Resistor - Surface Mount;1206;2;Uniroyal Elec;expand
