LCSC Part;MFR.Part;First Category;Second Category;Package;Solder Joint;Manufacturer;Library Type
C124554;MCP73855T-I/MF;Power Management ICs;PMIC - Battery Management;DFN-10_EP_3.0x3.0x0.5P;10;Microchip Tech;expand
C146403;A3901SEJTR-T;Driver ICs;Motor Drivers;DFN-10_EP_3.0x3.0x0.5P;10;Allegro MicroSystems, LLC;expand
C150224;NIS5232MN1TXG;Power Management ICs;PMIC - Supervisors;DFN-10_EP_3.0x3.0x0.5P;10;ON Semicon;expand
C146439;DG2517EDN-T1-GE4;Analog ICs;Analog Switches;DFN-10_EP_3.0x3.0x0.5P;10;Vishay Intertech;expand
C117287;LTC3225EDDB#PBF;Power Management ICs;PMIC - Battery Management;DFN-10_EP_2.0x3.0x0.5P;10;Linear Tech;expand
C152040;B0524P;Diodes;TVS;DFN-10_1.0x2.5x0.5P;10;Bourne Semicon (Shenzhen);expand
C178232;CS0806S;Diodes;TVS;DFN-10_1.0x2.5x0.5P;10;Silergy Corp;expand
C87027;PLR0524-T7;Diodes;TVS;DFN-10_1.0x2.5x0.5P;10;ProTek Devices;expand
C271256;SY6040QDC;Driver ICs;Driver ICs;QFN-16_EP_3.0x3.0x0.5P;16;Silergy Corp;expand
C117058;LTC4065LEDC#PBF;Power Management ICs;PMIC - Battery Management;DFN-6_EP_2.0x2.0x0.5P;6;Linear Tech;expand
C117196;LTC4069EDC#PBF;Power Management ICs;PMIC - Battery Management;DFN-6_EP_2.0x2.0x0.5P;6;Linear Tech;expand
C105630;SKY13377-313LF;RF & Radio;RF Switches;DFN-6_EP_2.0x3.0x0.95P;6;Skyworks Solutions;expand
C145702;MCP4706A0T-E/MAY;Analog ICs;Digital To Analog Converters (DACs);DFN-6_EP_2.0x2.0x0.65P;6;Microchip Tech;expand
C110717;PNMT6N1B;Transistors;MOSFET;DFN-6_EP_2.0x2.0x0.65P;6;Shanghai Prisemi Elec;expand
C183065;STC15F104W-35I-DFN8;Embedded Processors & Controllers;STC;DFN-8_EP_4.0x4.0x0.65P;8;STC Micro;expand
C150292;5PB1104CMGI;Embedded Peripheral ICs;Clock Buffers, Drivers;DFN-8_2.0x2.0x0.5P;8;Integrated Device Tech;expand
C150347;551SCMGI;Embedded Peripheral ICs;Clock Buffers, Drivers;DFN-8_2.0x2.0x0.5P;8;Integrated Device Tech;expand
C145578;24AA16T-I/MC;Memory;EEPROM;DFN-8_EP_2.0x3.0x0.5P_2;8;Microchip Tech;expand
C124690;GT24L24A2Y;Embedded Peripheral ICs;Font chips;DFN-8_EP_2.0x3.0x0.5P_2;8;Gotop;expand
C126757;GT22L16K1Y40-D;Embedded Peripheral ICs;Font chips;DFN-8_EP_2.0x3.0x0.5P_2;8;Gotop;expand
C117260;LT2950IDDB-1#PBF;Power Management ICs;PMIC - Supervisors;DFN-8_EP_2.0x3.0x0.5P_3;8;Linear Tech;expand
C109351;ADP3110AKCPZ-RL;Driver ICs;MOS Drivers;DFN-8_EP_3.0x3.0x0.5P;8;ON Semicon;expand
C75130;LTC2943CDD#PBF;Power Management ICs;PMIC - Battery Management;DFN-8_EP_3.0x3.0x0.5P;8;Linear Tech;expand
C95157;NB3N2304NZMNR4G;Driver ICs;Driver ICs;DFN-8_EP_2.0x2.0x0.5P;8;ON Semicon;expand
C69726;VP223;Interface ICs;USB;DFN-8_EP_3.0x3.0x0.65P;8;VIA Tech;expand
C111281;MCP1727T-ADJE/MF;Power Management ICs;Low Dropout Regulators(LDO);DFN-8_EP_3.0x3.0x0.65P;8;Microchip Tech;expand
C155625;TS4962IQT;Amplifiers;Audio Power OpAmps;DFN-8_EP_3.0x3.0x0.65P;8;STMicroelectronics;expand
C152014;BDFN8C2R52L;Diodes;TVS;DFN-8_1.0x2.0x0.5P;8;Bourne Semicon (Shenzhen);expand
C179337;74LVC4066BQ-Q100X;Logic ICs;74 Series;DHVQFN-14_EP_2.5x3.0x0.5P;14;Nexperia;expand
C282333;74HC138BQ,115;Logic ICs;74 Series;DHVQFN-16_EP_2.5x3.5x0.5P;16;Nexperia;expand
C294612;74LVC245ABQ;Logic ICs;74 Series;DHVQFN-20_EP_2.5x4.5x0.5P;20;Nexperia;expand
C294619;74HC245BQ;Logic ICs;74 Series;DHVQFN-20_EP_2.5x4.5x0.5P;20;Nexperia;expand
C184429;FXL5T244BQX;Logic ICs;Level Translators,  Shifters;DQFN-14_EP_2.5x3.0x0.5P;14;ON Semicon;expand
C184351;74LCX138BQX/BKN;Logic ICs;74 Series;DQFN-16_EP_2.5x3.5x0.5P;16;ON Semicon;expand
C129785;TPWR8503NL,L1Q;Transistors;MOSFET;DSOP-8_EP_5.0x6.0x1.27P;8;TOSHIBA;expand
C141594;TPW4R50ANH,L1Q;Transistors;MOSFET;DSOP-8_EP_5.0x6.0x1.27P;8;TOSHIBA;expand
C89138;FM5009B;Power Management ICs;PMIC - Battery Management;ESOP-16_EP_3.9x9.9x1.27P;16;Shenzhen Fuman Elec;expand
C185108;JW5015A;Power Management ICs;DC-DC Converters;SOP-8_EP_3.9x4.9x1.27P;8;JoulWatt Tech;expand
C181684;IP3005B;Power Management ICs;Battery Protection ICs;SOP-8_EP_3.9x4.9x1.27P;8;INJOINIC;expand
C181685;IP3005A;Power Management ICs;Battery Protection ICs;SOP-8_EP_3.9x4.9x1.27P;8;INJOINIC;expand
C181686;IP5305;Power Management ICs;PMIC - Battery Management;SOP-8_EP_3.9x4.9x1.27P;8;INJOINIC;expand
C181916;CL4056;Power Management ICs;PMIC - Battery Management;SOP-8_EP_3.9x4.9x1.27P;8;ChipLink Tech;expand
C190464;FM5324B;Power Management ICs;PMIC - Battery Management;SOP-8_EP_3.9x4.9x1.27P;8;Shenzhen Fuman Elec;expand
C126214;FM5889B;Power Management ICs;PMIC - Battery Management;SOP-8_EP_3.9x4.9x1.27P;8;Shenzhen Fuman Elec;expand
C89482;TC8871;Amplifiers;Audio Power OpAmps;SOP-8_EP_3.9x4.9x1.27P;8;Shenzhen Fuman Elec;expand
C90665;LMR16030PDDAR;Power Management ICs;DC-DC Converters;HSOIC-8_3.9x4.9x1.27P;8;Texas Instruments;expand
C201690;OPA564AIDWDR;Amplifiers;General Purpose Amplifiers;HSOP-20_EP_7.5x12.8x1.27P;20;Texas Instruments;expand
C70439;TPA6120A2DWPR;Amplifiers;Audio Power OpAmps;HSOP-20_EP_7.5x12.8x1.27P;20;Texas Instruments;expand
C54619;L5973D013TR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;STMicroelectronics;expand
C84130;ST1S14PHR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;STMicroelectronics;expand
C97668;TPS54336ADDAR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C29506;TPS54227DDAR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C66602;TPS54327DDAR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C81337;FR9889SPCTR;Power Management ICs;DC-DC Converters;SOP-8_EP_3.9x4.9x1.27P;8;Fitipower Integrated Tech;expand
C122691;TPS5432DDAR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C138717;TPS54428DDAR;Power Management ICs;DC-DC Converters;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C144155;PAM2320BECADJR;Power Management ICs;DC-DC Converters;PSOP-8_EP_3.9x4.9x1.27P;8;Diodes Incorporated;expand
C129454;LED5000PHR;Driver ICs;LED Drivers;HSOP-8_EP_3.9x4.9x1.27P;8;STMicroelectronics;expand
C143882;ADP3654ARDZ-R7;Driver ICs;MOS Drivers;SOIC-8_EP_3.9x4.9x1.27P;8;Analog Devices;expand
C86590;DRV8870DDAR;Driver ICs;Motor Drivers;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C114179;DRV8872DDAR;Driver ICs;Motor Drivers;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C128602;TPS2421-2DDAR;Power Management ICs;PMIC - Supervisors;HSOP-8_EP_3.9x4.9x1.27P;8;Texas Instruments;expand
C140619;BL8023C;Driver ICs;Driver ICs;SOP-8_3.9x4.9x1.27P;8;Shanghai Belling;expand
C39878;LM5010MHX;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C89824;LM5161QPWPTQ1;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C31844;TPS54383PWP;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C43276;TPS61175PWPR;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C72066;TPS54226PWPR;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C96376;TPS54383PWPR;Power Management ICs;DC-DC Converters;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C42366;LM3429MHX/NOPB;Driver ICs;LED Drivers;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments/NS;expand
C71160;TPS61500PWPR;Driver ICs;LED Drivers;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C54433;TPS54386PWPR;Power Management ICs;Switching Controllers;HTSSOP-14_EP_4.4x5.0x0.65P;14;Texas Instruments;expand
C56184;TPS65270PWPR;Power Management ICs;DC-DC Converters;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C150158;TC62D722CFNG,C,EL;Driver ICs;LED Drivers;HTSSOP-24_EP_4.4x7.8x0.65P;24;TOSHIBA;expand
C129800;TLE7182EM;Driver ICs;MOS Drivers;HTSSOP-24_EP_4.4x7.8x0.65P;24;Infineon Technologies;expand
C181468;LMP90100MHE/NOPB;Analog ICs;Analog To Digital Converters (ADCs);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C9848;TPS70351PWPR;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C12138;TPS70402PWPR;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C181650;TPS65100PWPR;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C182417;TPS70348PWP;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C37942;TPS70302PWPR;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C41696;TPS70445PWP;Power Management ICs;Low Dropout Regulators(LDO);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C96217;TPS65140PWPR;Power Management ICs;PMIC - Battery Management;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C105584;AD5754AREZ-REEL7;Analog ICs;Digital To Analog Converters (DACs);HTSSOP-24_EP_4.4x7.8x0.65P;24;Analog Devices;expand
C55047;DAC8760IPWPR;Analog ICs;Digital To Analog Converters (DACs);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C114423;DAC7750IPWPR;Analog ICs;Digital To Analog Converters (DACs);HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C54058;AD5420AREZ-REEL7;Analog ICs;Digital To Analog Converters (DACs);HTSSOP-24_EP_4.4x7.8x0.65P;24;Analog Devices;expand
C107682;TPA3123D2PWP;Amplifiers;Audio Power OpAmps;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C189196;TPA3121D2PWPR;Amplifiers;Audio Power OpAmps;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C46071;TPA3124D2PWPR;Amplifiers;Audio Power OpAmps;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C124657;TPA3001D1PWPR;Amplifiers;Audio Power OpAmps;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C99267;TPS65145PWPR;Power Management ICs;PMIC - Battery Management;HTSSOP-24_EP_4.4x7.8x0.65P;24;Texas Instruments;expand
C46497;TPA3118D2DAPR;Amplifiers;Audio Power OpAmps;HTSSOP-32_EP_6.1x11x0.65P;32;Texas Instruments;expand
C50144;TPA3116D2DAD;Amplifiers;Audio Power OpAmps;HTSSOP-32_6.1x11.0x0.65P;32;Texas Instruments;expand
C111559;TPA3116D2DADR;Amplifiers;Audio Power OpAmps;HTSSOP-32_6.1x11.0x0.65P;32;Texas Instruments;expand
C95206;TPA3130D2DAPR;Amplifiers;Audio Power OpAmps;HTSSOP-32_EP_6.1x11x0.65P;32;Texas Instruments;expand
C60013;DRV8711DCPR;Driver ICs;Motor Drivers;HTSSOP-38_EP_4.4x9.7x0.5P;38;Texas Instruments;expand
C79852;DRV8412DDWR;Driver ICs;Motor Drivers;TSSOP-44_6.1x14.0x0.635P;44;Texas Instruments;expand
C89971;TPA3251D2DDVR;Amplifiers;Audio Power OpAmps;HTSSOP-44_6.1x14.0x0.635P;44;Texas Instruments;expand
C183091;DRV8823DCAR;Driver ICs;Motor Drivers;HTSSOP-48_EP_6.1x12.5x0.5P;48;Texas Instruments;expand
C81564;DRV8821DCAR;Driver ICs;Motor Drivers;HTSSOP-48_EP_6.1x12.5x0.5P;48;Texas Instruments;expand
C181276;PCM1690DCAR;Analog ICs;Digital To Analog Converters (DACs);HTSSOP-48_EP_6.1x12.5x0.5P;48;Texas Instruments;expand
C98969;DRV8301DCAR;Driver ICs;Motor Drivers;HTSSOP-56_EP_6.1x14.0x0.5P;56;Texas Instruments;expand
C11176;BD6384EFV;Driver ICs;Motor Drivers;SSOP-40_EP_5.4x13.6x0.65P;40;ROHM Semicon;expand
C38659;PN5120A0HN1/C2,151;RF & Radio;RF Chips;HVQFN-32_EP_5.0x5.0x0.5P;32;NXP Semicon;expand
C185053;LPC1313FHN33,551;Embedded Processors & Controllers;NXP MCU;HVQFN-32_EP_7.0x7.0x0.65P;32;NXP Semicon;expand
C156366;TDA8035HN/C1/S1J;Interface ICs;Interface-Specialized;HVQFN-32_EP_5.0x5.0x0.5P;32;NXP Semicon;expand
C155750;DRV8702QRHBTQ1;Driver ICs;Motor Drivers;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C181608;DRV8702QRHBRQ1;Driver ICs;Motor Drivers;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C73857;TRF7970ARHBT;RF & Radio;RF Transceiver ICs;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C92479;CC2640F128RHBR;RF & Radio;RF Transceiver ICs;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C201681;TLK106RHBR;Interface ICs;Ethernet ICs;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C179677;TLV320DAC3100IRHBR;Amplifiers;Audio Power OpAmps;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C181753;TLV320AIC3104IRHBR;Amplifiers;Audio Power OpAmps;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C201966;TLV320DAC3120IRHBR;Amplifiers;Audio Power OpAmps;HVQFN-32_EP_5.0x5.0x0.5P;32;Texas Instruments;expand
C91947;LPC11U12FHN33/201;Embedded Processors & Controllers;NXP MCU;HVQFN-32_EP_7.0x7.0x0.65P;32;NXP Semicon;expand
C169785;LPC1111FHN33/103,5;Embedded Processors & Controllers;NXP MCU;HVQFN-32_EP_7.0x7.0x0.65P;32;NXP Semicon;expand
C128607;UCC27324DGNR;Driver ICs;MOS Drivers;MSOP-8_3.0x3.0x0.65P;8;Texas Instruments;expand
C128605;TPA0211DGNR;Amplifiers;Audio Power OpAmps;MSOP-8_3.0x3.0x0.65P;8;Texas Instruments;expand
C123051;BU4066BCFV-E2;Analog ICs;Analog Switches;SSOP-14_4.4x5.0x0.65P;14;ROHM Semicon;expand
C133176;CQ3302;Sensors;Current Sensors;VSOP-24_5.6x7.9x0.65P;24;Asahi Kasei Microdevices;expand
C133178;CQ3202;Sensors;Current Sensors;VSOP-24_5.6x7.9x0.65P;24;Asahi Kasei Microdevices;expand
C133175;CQ330H;Analog ICs;PMIC - Current & Power Monitors & Regulators;VSOP-24_5.6x7.9x0.65P;24;Asahi Kasei Microdevices;expand
C24967;LM25011MYX;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C78543;TPS57140QDGQRQ1;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C105260;TPS54140DGQR;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C110395;MP1411DH-LF-Z;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Monolithic Power Systems;expand
C132083;TPS62040DGQ;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C138718;TPS54040DGQR;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C74201;LT3480IMSE#PBF;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Linear Tech;expand
C97515;LM25011Q1MY/NOPB;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Texas Instruments;expand
C140250;TPS92510DGQR;Driver ICs;LED Drivers;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C140348;TPS92512DGQR;Driver ICs;LED Drivers;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C133237;BQ24092DGQR;Power Management ICs;PMIC - Battery Management;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C155447;TPF144-VR;Amplifiers;Operational Amplifiers;MSOP-10_EP_3.0x3.0x0.5P;10;3PEAK;expand
C58517;TPS5401DGQR;Power Management ICs;Switching Controllers;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C181278;TPS54260QDGQRQ1;Power Management ICs;Switching Controllers;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C131927;TPS51100DGQR;Power Management ICs;Power Management Specialized - PMIC;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C130065;TPS51100DGQ;Power Management ICs;Power Management Specialized - PMIC;MSOP-10_EP_3.0x3.0x0.5P;10;Texas Instruments;expand
C87973;AP6015-M10G-13;Power Management ICs;DC-DC Converters;MSOP-10_3.0x3.0x0.5P;10;Diodes Incorporated;expand
C82925;LTC6820HMS#PBF;Interface ICs;Digital Isolators;MSOP-16_3.0x4.0x0.5P;16;Linear Tech;expand
C73493;LTC3260HMSE#PBF;Power Management ICs;DC-DC Converters;MSOP-16_EP_3.0x4.0x0.5P;16;Linear Tech;expand
C117093;LT3697EMSE#TRPBF;Power Management ICs;DC-DC Converters;MSOP-16_EP_3.0x4.0x0.5P;16;Linear Tech;expand
C324575;DIO2140CM8;Amplifiers;Audio Power OpAmps;MSOP-8_3.0x3.0x0.65P;8;DIOO;expand
C95362;SP3078EEN-L/TR;Interface ICs;RS-485 & RS-422;SOIC-8_3.9x4.9x1.27P;8;Exar;expand
C118347;ISL29035IROZ-T7;Sensors;Ambient Light Sensors;ODFN-6_1.5x1.6x0.5P;6;Renesas Electronics;expand
C141524;SIA910EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C141612;SIA429DJT-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C142544;SIA906EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C143659;SIA459EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C141508;SIA519EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C141537;SIA415DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C141597;SIA975DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C141631;SIA456DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C143675;SIA817EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C143722;SIA436DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C143764;SIA433EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C144951;SIA444DJT-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C144959;SIA445EDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C145291;SIA421DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C145467;SIA483DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C145474;SIA430DJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C142535;SIA923AEDJ-T1-GE3;Transistors;MOSFET;PowerPAK SC-70-6;6;Vishay Intertech;expand
C255598;FDMS7650;Transistors;MOSFET;PQFN-8_EP_5.1x6.2x1.27P;8;ON Semicon;expand
C157584;ADA4870ARRZ-RL;Amplifiers;Operational Amplifiers;PSOP-20_EP_11x15.9x1.27P;20;Analog Devices;expand
C75424;DRV2603RUNR;Driver ICs;Motor Drivers;QFN-10_2.0x2.0x0.5P;10;Texas Instruments;expand
C134281;MP4568GQ-P;Power Management ICs;DC-DC Converters;QFN-10_EP_3.0x3.0x0.5P;10;Monolithic Power Systems;expand
C152340;MP1907AGQ-P;Driver ICs;MOS Drivers;QFN-10_EP_3.0x3.0x0.5P;10;Monolithic Power Systems;expand
C152347;MP5000ADQ-LF-P;Power Management ICs;PMIC - Power Distribution Switches;QFN-10_EP_3.0x3.0x0.5P;10;Monolithic Power Systems;expand
C132200;MP2145GD-Z;Power Management ICs;DC-DC Converters;QFN-12_EP_2.0x3.0x0.5P;12;Monolithic Power Systems;expand
C150853;SKY13373-460LF;RF & Radio;RF Switches;QFN-12_EP_2.0x2.0x0.5P;12;Skyworks Solutions;expand
C150857;SKY13408-465LF;RF & Radio;RF Switches;QFN-12_EP_2.0x2.0x0.5P;12;Skyworks Solutions;expand
C150896;SKY13396-397LF;RF & Radio;RF Switches;QFN-12_EP_2.0x2.0x0.5P;12;Skyworks Solutions;expand
C136037;SKY13345-368LF;RF & Radio;RF Switches;QFN-12_EP_2.0x2.0x0.5P;12;Skyworks Solutions;expand
C84248;TPS54622RHLR;Power Management ICs;DC-DC Converters;VQFN-14_3.5x3.5x05P;14;Texas Instruments;expand
C154837;MC74LVX4051MNTWG;Logic ICs;74 Series;QFN-16_EP_2.5x3.5x0.5P;16;ON Semicon;expand
C105694;MIC2104YML-TR;Power Management ICs;DC-DC Converters;QFN-16_EP_3.0x3.0x0.5P;16;Microchip Tech;expand
C128648;MPQ4430GL-Z;Power Management ICs;DC-DC Converters;QFN-16_3.0x4.0x0.6P;16;Monolithic Power Systems;expand
C264104;PAM2303AJEADJR;Power Management ICs;DC-DC Converters;QFN-16_EP_3.0x3.0x0.5P;16;Diodes Incorporated;expand
C132386;TS06;Sensors;Touch Screen Controller ICs;QFN-16_EP_3.0x3.0x0.5P;16;AD Semicon;expand
C260427;NCP81162MNR2G;Power Management ICs;Power Management Specialized - PMIC;QFN-16_EP_3.0x3.0x0.5P;16;ON Semicon;expand
C145511;NCP3136MNTXG;Power Management ICs;DC-DC Converters;QFN-16_EP_3.0x3.0x0.5P;16;ON Semicon;expand
C124901;TPS43060RTET;Power Management ICs;DC-DC Converters;QFN-16_EP_3.0x3.0x0.5P;16;Texas Instruments;expand
C142532;SIP12108DMP-T1GE4;Power Management ICs;DC-DC Converters;QFN-16_EP_3.0x3.0x0.5P;16;Vishay Intertech;expand
C159845;MKL03Z8VFG4;Embedded Processors & Controllers;NXP MCU;QFN-16_EP_3.0x3.0x0.5P;16;NXP Semicon;expand
C181611;TPS2549IRTERQ1;Interface ICs;USB;QFN-16_EP_3.0x3.0x0.5P;16;Texas Instruments;expand
C144326;CAP1298-1-A4-TR;Sensors;Touch Screen Controller ICs;QFN-16_EP_3.0x3.0x0.5P;16;Microchip Tech;expand
C181687;IP2707;Power Management ICs;PMIC - Battery Management;QFN-16_EP_3.0x3.0x0.5P;16;INJOINIC;expand
C71598;MMA8451QT;Sensors;Motion Sensors - Accelerometers;QFN-16_3.0x3.0x0.5P_5+3;16;NXP Semicon;expand
C152535;NCN4555MNR2G;Logic ICs;Level Translators,  Shifters;QFN-16_EP_3.0x3.0x0.5P;16;ON Semicon;expand
C181499;TCA6408ARGTR;Interface ICs;Interface - I/O Expanders;QFN-16_EP_3.0x3.0x0.5P;16;Texas Instruments;expand
C114187;HMC1044LP3ETR;Filters;Active Filters;QFN-16_EP_3.0x3.0x0.5P;16;Analog Devices;expand
C155598;TSZ124IQ4T;Amplifiers;Precision OpAmps;QFN-16_EP_3.0x3.0x0.5P;16;STMicroelectronics;expand
C150877;RFX1010;RF & Radio;RF Chips;QFN-16_EP_3.0x3.0x0.5P;16;Skyworks Solutions;expand
C113207;M41T62Q6F;Embedded Peripheral ICs;Real-time Clocks;QFN-16_EP_3.0x3.0x0.5P;16;STMicroelectronics;expand
C183029;LM324QT;Amplifiers;General Purpose Amplifiers;QFN-16_EP_3.0x3.0x0.5P;16;STMicroelectronics;expand
C33233;PAM8908JER;Amplifiers;Audio Power OpAmps;QFN-16_EP_3.0x3.0x0.5P;16;Diodes Incorporated;expand
C10110;TPS61030RSAR;Power Management ICs;DC-DC Converters;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C146389;A4403GEUTR-T;Power Management ICs;DC-DC Converters;QFN-16_EP_4.0x4.0x0.65P;16;Allegro MicroSystems, LLC;expand
C122728;TPS62112RSAR;Power Management ICs;DC-DC Converters;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C139345;TPS54526RSAR;Power Management ICs;DC-DC Converters;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C140352;TPS54426RSAR;Power Management ICs;DC-DC Converters;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C157540;MSP430F2011IRSAR;Embedded Processors & Controllers;TI MCU;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C179661;TPA5050RSAR;Embedded Processors & Controllers;TI MCU;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C154936;DRV8833RTYR;Driver ICs;Motor Drivers;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C181255;INA3221AIRGVR;Analog ICs;PMIC - Current & Power Monitors & Regulators;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C181261;LMH0303SQ/NOPB;Driver ICs;Driver ICs;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
C181600;LMH0302SQE/NOPB;Driver ICs;Driver ICs;QFN-16_EP_4.0x4.0x0.65P;16;Texas Instruments;expand
